"Key","Severity","ImpactSeverity","Type","Rule","File","Line","Message","Effort","Tags","Status","CreationDate","UpdateDate","Link"
"AZ7IllpZj7SaPbKU6tAY","CRITICAL","MAINTAINABILITY:HIGH","CODE_SMELL","python:S1192","services/groq_service.py","102","Define a constant instead of duplicating this literal ""application/json"" 3 times.","6min","design","OPEN","2026-06-13T02:56:03+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7IllpZj7SaPbKU6tAY&open=AZ7IllpZj7SaPbKU6tAY"
"AZ7Illrhj7SaPbKU6tD6","CRITICAL","MAINTAINABILITY:HIGH","CODE_SMELL","python:S1186","tests/test_curation.py","226","Add a nested comment explaining why this method is empty, or complete the implementation.","5min","suspicious","OPEN","2026-06-13T02:56:03+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illrhj7SaPbKU6tD6&open=AZ7Illrhj7SaPbKU6tD6"
"AZ7IllqKj7SaPbKU6tAo","MAJOR","SECURITY:MEDIUM","VULNERABILITY","python:S2068","tools/deliver_video.py","58","""password"" detected here, review this potentially hard-coded credential.","30min","cwe, former-hotspot","OPEN","2026-06-13T02:56:03+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7IllqKj7SaPbKU6tAo&open=AZ7IllqKj7SaPbKU6tAo"
"AZ7Illqxj7SaPbKU6tA7","MAJOR","MAINTAINABILITY:MEDIUM","CODE_SMELL","python:S107","app.py","860","Function ""settings_save"" has 16 parameters, which is greater than the 13 authorized.","20min","brain-overload","OPEN","2026-06-12T23:38:16+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tA7&open=AZ7Illqxj7SaPbKU6tA7"
"AZ7Illqxj7SaPbKU6tBA","MINOR","MAINTAINABILITY:LOW","CODE_SMELL","python:S8410","app.py","865","Use ""Annotated"" type hints for FastAPI dependency injection","5min","convention, fastapi, type-hint","OPEN","2026-06-12T23:38:16+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tBA&open=AZ7Illqxj7SaPbKU6tBA"
"AZ7Illqxj7SaPbKU6tBB","MINOR","MAINTAINABILITY:LOW","CODE_SMELL","python:S8410","app.py","866","Use ""Annotated"" type hints for FastAPI dependency injection","5min","convention, fastapi, type-hint","OPEN","2026-06-12T23:38:16+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tBB&open=AZ7Illqxj7SaPbKU6tBB"
"AZ7Illqxj7SaPbKU6tBH","MINOR","MAINTAINABILITY:LOW","CODE_SMELL","python:S8410","app.py","872","Use ""Annotated"" type hints for FastAPI dependency injection","5min","convention, fastapi, type-hint","OPEN","2026-06-12T23:38:16+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tBH&open=AZ7Illqxj7SaPbKU6tBH"
"AZ7Illqxj7SaPbKU6tBI","MINOR","MAINTAINABILITY:LOW","CODE_SMELL","python:S8410","app.py","873","Use ""Annotated"" type hints for FastAPI dependency injection","5min","convention, fastapi, type-hint","OPEN","2026-06-12T23:38:16+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tBI&open=AZ7Illqxj7SaPbKU6tBI"
"AZ7Illqxj7SaPbKU6tCS","MAJOR","MAINTAINABILITY:MEDIUM","CODE_SMELL","python:S1515","app.py","1919","Add a parameter to the parent lambda function and use variable ""scene"" as its default value; The value of ""scene"" might change at the next loop iteration.","30min","suspicious","OPEN","2026-06-12T23:38:16+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tCS&open=AZ7Illqxj7SaPbKU6tCS"
"AZ7Illo9j7SaPbKU6tAO","MAJOR","MAINTAINABILITY:MEDIUM","CODE_SMELL","python:S1172","services/asset_search.py","262","Remove the unused function parameter ""max_w"".","5min","unused","OPEN","2026-06-12T23:38:16+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illo9j7SaPbKU6tAO&open=AZ7Illo9j7SaPbKU6tAO"
"AZ7Illo1j7SaPbKU6tAL","CRITICAL","MAINTAINABILITY:HIGH","CODE_SMELL","python:S3776","services/auto_select.py","200","Refactor this function to reduce its Cognitive Complexity from 27 to the 15 allowed.","17min","brain-overload","OPEN","2026-06-12T23:38:16+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illo1j7SaPbKU6tAL&open=AZ7Illo1j7SaPbKU6tAL"
"AZ7Illpgj7SaPbKU6tAc","MAJOR","MAINTAINABILITY:MEDIUM","CODE_SMELL","python:S1172","services/vision.py","281","Remove the unused function parameter ""config"".","5min","unused","OPEN","2026-06-12T23:38:16+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illpgj7SaPbKU6tAc&open=AZ7Illpgj7SaPbKU6tAc"
"AZ7Illp8j7SaPbKU6tAk","MAJOR","MAINTAINABILITY:MEDIUM","CODE_SMELL","python:S7632","services/image_probe.py","25","Fix the syntax of this issue suppression comment.","1min","","OPEN","2026-06-12T21:24:07+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illp8j7SaPbKU6tAk&open=AZ7Illp8j7SaPbKU6tAk"
"AZ7IllpRj7SaPbKU6tAW","MAJOR","MAINTAINABILITY:MEDIUM","CODE_SMELL","python:S5869","services/key_detect.py","17","Remove duplicates in this character class.","5min","regex","OPEN","2026-06-12T21:24:07+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7IllpRj7SaPbKU6tAW&open=AZ7IllpRj7SaPbKU6tAW"
"AZ7IllpRj7SaPbKU6tAX","CRITICAL","MAINTAINABILITY:HIGH","CODE_SMELL","python:S3776","services/key_detect.py","53","Refactor this function to reduce its Cognitive Complexity from 28 to the 15 allowed.","18min","brain-overload","OPEN","2026-06-12T21:24:07+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7IllpRj7SaPbKU6tAX&open=AZ7IllpRj7SaPbKU6tAX"
"AZ7Illqxj7SaPbKU6tCi","MAJOR","MAINTAINABILITY:HIGH","CODE_SMELL","python:S8415","app.py","2274","Document this HTTPException with status code 404 in the ""responses"" parameter.","5min","documentation, fastapi, openapi","OPEN","2026-06-12T18:45:06+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illqxj7SaPbKU6tCi&open=AZ7Illqxj7SaPbKU6tCi"
"AZ7Illq6j7SaPbKU6tDs","MAJOR","MAINTAINABILITY:MEDIUM","CODE_SMELL","Web:S4084","templates/preview.html","46","Add subtitles and description files for this video.","5min","accessibility, html5","OPEN","2026-06-12T18:45:06+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illq6j7SaPbKU6tDs&open=AZ7Illq6j7SaPbKU6tDs"
"AZ7Illq6j7SaPbKU6tDt","MINOR","RELIABILITY:LOW","BUG","Web:MouseEventWithoutKeyboardEquivalentCheck","templates/preview.html","46","Add a 'onFocus' attribute to this <video> tag.","5min","accessibility","OPEN","2026-06-12T18:45:06+0000","2026-06-15T00:01:53+0000","https://sonarcloud.io/project/issues?id=joaovitorgalvao80-rgb_teste&issues=AZ7Illq6j7SaPbKU6tDt&open=AZ7Illq6j7SaPbKU6tDt"
